State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
Washington,King,53,033,1990-05-16,46,Good,Ozone,53-033-0018,11
Washington,King,53,033,1990-05-17,39,Good,Ozone,53-033-0018,14
Washington,King,53,033,1990-05-18,35,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-05-19,80,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1990-05-20,58,Moderate,Ozone,53-033-0018,12
Washington,King,53,033,1990-05-21,46,Good,Ozone,53-033-0018,11
Washington,King,53,033,1990-05-22,61,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1990-05-23,37,Good,Ozone,53-033-0018,15
Washington,King,53,033,1990-05-24,62,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1990-05-25,40,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-05-26,41,Good,SO2,53-033-0057,12
Washington,King,53,033,1990-05-27,33,Good,CO,53-033-0051,11
Washington,King,53,033,1990-05-28,34,Good,Ozone,53-033-0018,11
Washington,King,53,033,1990-05-29,38,Good,Ozone,53-033-0018,11
Washington,King,53,033,1990-05-30,39,Good,SO2,53-033-0057,11
Washington,King,53,033,1990-05-31,44,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-01,46,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-02,54,Moderate,Ozone,53-033-0018,11
Washington,King,53,033,1990-06-03,51,Moderate,Ozone,53-033-0018,11
Washington,King,53,033,1990-06-04,93,Moderate,Ozone,53-033-0018,13
Washington,King,53,033,1990-06-05,122,Unhealthy for Sensitive Groups,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-06,51,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1990-06-07,87,Moderate,Ozone,53-033-0018,11
Washington,King,53,033,1990-06-08,51,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1990-06-09,40,Good,CO,53-033-0083,11
Washington,King,53,033,1990-06-10,77,Moderate,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-11,122,Unhealthy for Sensitive Groups,Ozone,53-033-0018,10
Washington,King,53,033,1990-06-12,47,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-13,43,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-14,45,Good,CO,53-033-0051,12
Washington,King,53,033,1990-06-15,43,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-16,42,Good,Ozone,53-033-0018,15
Washington,King,53,033,1990-06-17,37,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-18,37,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-06-19,33,Good,Ozone,53-033-0051,12
Washington,King,53,033,1990-06-20,41,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-21,122,Unhealthy for Sensitive Groups,Ozone,53-033-7001,12
Washington,King,53,033,1990-06-22,55,Moderate,SO2,53-033-0057,14
Washington,King,53,033,1990-06-23,47,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-24,143,Unhealthy for Sensitive Groups,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-25,71,Moderate,Ozone,53-033-0018,12
Washington,King,53,033,1990-06-26,36,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-06-27,38,Good,PM10,53-033-0057,11
Washington,King,53,033,1990-06-28,34,Good,Ozone,53-033-0018,13
Washington,King,53,033,1990-06-29,46,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-06-30,52,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1990-07-01,31,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-07-02,42,Good,CO,53-033-0077,12
Washington,King,53,033,1990-07-03,37,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-07-04,67,Moderate,Ozone,53-033-0018,13
Washington,King,53,033,1990-07-05,30,Good,SO2,53-033-0057,12
Washington,King,53,033,1990-07-06,33,Good,CO,53-033-0051,12
Washington,King,53,033,1990-07-07,32,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-07-08,61,Moderate,Ozone,53-033-7001,12
Washington,King,53,033,1990-07-09,48,Good,Ozone,53-033-0018,12
Washington,King,53,033,1990-07-10,101,Unhealthy for Sensitive Groups,Ozone,53-033-0018,14
Washington,King,53,033,1990-07-11,122,Unhealthy for Sensitive Groups,Ozone,53-033-0018,12
Washington,King,53,033,1990-07-12,169,Unhealthy,Ozone,53-033-0010,12
Washington,King,53,033,1990-07-13,50,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-07-14,115,Unhealthy for Sensitive Groups,Ozone,53-033-0018,11
Washington,King,53,033,1990-07-15,44,Good,Ozone,53-033-0018,11
Washington,King,53,033,1990-07-16,51,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1990-07-17,71,Moderate,Ozone,53-033-7001,10
Washington,King,53,033,1990-07-18,51,Moderate,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-19,84,Moderate,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-20,169,Unhealthy,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-21,202,Very Unhealthy,Ozone,53-033-7001,9
Washington,King,53,033,1990-07-22,105,Unhealthy for Sensitive Groups,Ozone,53-033-7001,12
Washington,King,53,033,1990-07-23,29,Good,PM10,53-033-2004,11
Washington,King,53,033,1990-07-24,36,Good,SO2,53-033-0057,11
Washington,King,53,033,1990-07-25,38,Good,CO,53-033-0077,11
Washington,King,53,033,1990-07-26,26,Good,SO2,53-033-0057,11
Washington,King,53,033,1990-07-27,36,Good,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-28,87,Moderate,Ozone,53-033-7001,13
Washington,King,53,033,1990-07-29,136,Unhealthy for Sensitive Groups,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-30,112,Unhealthy for Sensitive Groups,Ozone,53-033-7001,11
Washington,King,53,033,1990-07-31,51,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-08-01,29,Good,PM10,53-033-0057,11
Washington,King,53,033,1990-08-02,75,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-08-03,53,Moderate,CO,53-033-0077,13
Washington,King,53,033,1990-08-04,156,Unhealthy,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-05,143,Unhealthy for Sensitive Groups,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-06,89,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-08-07,48,Good,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-08,58,Moderate,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-09,64,Moderate,CO,53-033-0051,13
Washington,King,53,033,1990-08-10,182,Unhealthy,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-11,210,Very Unhealthy,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-12,151,Unhealthy,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-13,43,Good,SO2,53-033-0057,11
Washington,King,53,033,1990-08-14,45,Good,Ozone,53-033-7001,11
Washington,King,53,033,1990-08-15,70,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1990-08-16,40,Good,SO2,53-033-0057,11
Washington,King,53,033,1990-08-17,65,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-08-18,44,Good,CO,53-033-0087,11
Washington,King,53,033,1990-08-19,27,Good,CO,53-033-0087,10
Washington,King,53,033,1990-08-20,39,Good,PM10,53-033-0083,10
Washington,King,53,033,1990-08-21,42,Good,CO,53-033-0087,12
Washington,King,53,033,1990-08-22,39,Good,PM10,53-033-0057,11
Washington,King,53,033,1990-08-23,37,Good,PM10,53-033-0057,12
Washington,King,53,033,1990-08-24,39,Good,CO,53-033-0087,12
Washington,King,53,033,1990-08-25,41,Good,SO2,53-033-0057,12
Washington,King,53,033,1990-08-26,33,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-08-27,51,Moderate,PM10,53-033-0068,14
Washington,King,53,033,1990-08-28,48,Good,PM10,53-033-7001,12
Washington,King,53,033,1990-08-29,58,Moderate,CO,53-033-0087,12
Washington,King,53,033,1990-08-30,45,Good,CO,53-033-0087,12
Washington,King,53,033,1990-08-31,43,Good,CO,53-033-0087,12
Washington,King,53,033,1990-09-01,36,Good,CO,53-033-0083,11
Washington,King,53,033,1990-09-02,37,Good,Ozone,53-033-7001,13
Washington,King,53,033,1990-09-03,37,Good,Ozone,53-033-7001,12
Washington,King,53,033,1990-09-04,45,Good,CO,53-033-0051,8
Washington,King,53,033,1990-09-05,61,Moderate,Ozone,53-033-7001,11
Washington,King,53,033,1990-09-06,60,Moderate,CO,53-033-0051,12
Washington,King,53,033,1990-09-07,52,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-09-08,38,Good,PM10,53-033-0004,13
Washington,King,53,033,1990-09-09,32,Good,PM10,53-033-2004,11
Washington,King,53,033,1990-09-10,54,Moderate,PM10,53-033-0057,10
Washington,King,53,033,1990-09-11,51,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1990-09-12,47,Good,CO,53-033-0087,12
Washington,King,53,033,1990-09-13,52,Moderate,CO,53-033-0051,12
Washington,King,53,033,1990-09-14,58,Moderate,CO,53-033-0087,14
Washington,King,53,033,1990-09-15,52,Moderate,CO,53-033-0087,12
Washington,King,53,033,1990-09-16,51,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-09-17,40,Good,CO,53-033-0051,11
Washington,King,53,033,1990-09-18,55,Moderate,CO,53-033-0051,12
Washington,King,53,033,1990-09-19,44,Good,CO,53-033-0051,12
Washington,King,53,033,1990-09-20,50,Good,PM10,53-033-0066,14
Washington,King,53,033,1990-09-21,54,Moderate,PM10,53-033-0077,12
Washington,King,53,033,1990-09-22,64,Moderate,CO,53-033-0051,12
Washington,King,53,033,1990-09-23,49,Good,CO,53-033-0051,12
Washington,King,53,033,1990-09-24,60,Moderate,PM10,53-033-2004,12
Washington,King,53,033,1990-09-25,55,Moderate,PM10,53-033-2004,12
Washington,King,53,033,1990-09-26,57,Moderate,PM10,53-033-2004,14
Washington,King,53,033,1990-09-27,52,Moderate,PM10,53-033-0057,12
Washington,King,53,033,1990-09-28,62,Moderate,PM10,53-033-0057,12
Washington,King,53,033,1990-09-29,48,Good,CO,53-033-0087,12
Washington,King,53,033,1990-09-30,38,Good,CO,53-033-0083,12
Washington,King,53,033,1990-10-01,67,Moderate,CO,53-033-0051,12
Washington,King,53,033,1990-10-02,53,Moderate,CO,53-033-0087,14
Washington,King,53,033,1990-10-03,89,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-10-04,43,Good,CO,53-033-0077,11
Washington,King,53,033,1990-10-05,62,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-10-06,45,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-07,47,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-08,52,Moderate,PM10,53-033-0066,13
Washington,King,53,033,1990-10-09,51,Moderate,PM10,53-033-0057,11
Washington,King,53,033,1990-10-10,53,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-11,77,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1990-10-12,64,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1990-10-13,59,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1990-10-14,50,Good,CO,53-033-0087,12
Washington,King,53,033,1990-10-15,50,Good,CO,53-033-0077,10
Washington,King,53,033,1990-10-16,49,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-17,64,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-18,49,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-19,52,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-20,64,Moderate,CO,53-033-0087,13
Washington,King,53,033,1990-10-21,50,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-22,48,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-23,80,Moderate,CO,53-033-0087,10
Washington,King,53,033,1990-10-24,74,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-25,57,Moderate,CO,53-033-1003,11
Washington,King,53,033,1990-10-26,78,Moderate,CO,53-033-0087,12
Washington,King,53,033,1990-10-27,81,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-28,39,Good,CO,53-033-0087,11
Washington,King,53,033,1990-10-29,54,Moderate,CO,53-033-0087,10
Washington,King,53,033,1990-10-30,65,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-10-31,45,Good,CO,53-033-0051,11
Washington,King,53,033,1990-11-01,51,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-11-02,66,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-03,63,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-04,48,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-05,56,Moderate,CO,53-033-0083,9
Washington,King,53,033,1990-11-06,57,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-07,49,Good,CO,53-033-0087,11
Washington,King,53,033,1990-11-08,54,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-09,42,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-10,40,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-11,51,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-12,52,Moderate,CO,53-033-0087,6
Washington,King,53,033,1990-11-13,47,Good,CO,53-033-0087,10
Washington,King,53,033,1990-11-14,45,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-15,64,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-16,69,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-17,54,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-18,61,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-19,55,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-11-20,62,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-21,53,Moderate,CO,53-033-0087,7
Washington,King,53,033,1990-11-22,46,Good,SO2,53-033-0057,9
Washington,King,53,033,1990-11-23,26,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-24,52,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-25,48,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-26,58,Moderate,CO,53-033-0087,6
Washington,King,53,033,1990-11-27,62,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-28,60,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-11-29,49,Good,CO,53-033-0087,9
Washington,King,53,033,1990-11-30,49,Good,CO,53-033-0087,9
Washington,King,53,033,1990-12-01,56,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1990-12-02,55,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-03,52,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-04,71,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1990-12-05,54,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-06,68,Moderate,CO,53-033-1003,9
Washington,King,53,033,1990-12-07,84,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-12-08,76,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-09,54,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-10,53,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-11,62,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-12,62,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-13,60,Moderate,CO,53-033-0087,11
Washington,King,53,033,1990-12-14,79,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-15,78,Moderate,CO,53-033-0087,9
Washington,King,53,033,1990-12-16,51,Moderate,CO,53-033-0083,9
Washington,King,53,033,1990-12-17,77,Moderate,SO2,53-033-0057,8
Washington,King,53,033,1990-12-18,67,Moderate,CO,53-033-0077,9
Washington,King,53,033,1990-12-19,26,Good,PM10,53-033-0077,7
Washington,King,53,033,1990-12-20,44,Good,SO2,53-033-0057,5
Washington,King,53,033,1990-12-21,55,Moderate,PM10,53-033-0057,6
Washington,King,53,033,1990-12-22,52,Moderate,SO2,53-033-0057,6
Washington,King,53,033,1990-12-23,54,Moderate,PM10,53-033-2004,6
Washington,King,53,033,1990-12-24,81,Moderate,SO2,53-033-0057,6
Washington,King,53,033,1990-12-25,68,Moderate,PM10,53-033-2004,6
Washington,King,53,033,1990-12-26,60,Moderate,CO,53-033-0083,7
Washington,King,53,033,1990-12-27,44,Good,CO,53-033-0087,7
Washington,King,53,033,1990-12-28,27,Good,CO,53-033-0077,7
Washington,King,53,033,1990-12-29,52,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1990-12-30,54,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1990-12-31,26,Good,CO,53-033-0087,10
Washington,King,53,033,1991-01-01,33,Good,CO,53-033-0087,8
Washington,King,53,033,1991-01-02,65,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-03,86,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-04,96,Moderate,PM10,53-033-2004,9
Washington,King,53,033,1991-01-05,89,Moderate,PM10,53-033-0086,8
Washington,King,53,033,1991-01-06,77,Moderate,PM10,53-033-0086,10
Washington,King,53,033,1991-01-07,34,Good,CO,53-033-0087,8
Washington,King,53,033,1991-01-08,72,Moderate,CO,53-033-0087,8
Washington,King,53,033,1991-01-09,71,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-10,76,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-11,59,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-12,42,Good,CO,53-033-0087,10
Washington,King,53,033,1991-01-13,62,Moderate,SO2,53-033-0057,8
Washington,King,53,033,1991-01-14,33,Good,CO,53-033-0087,9
Washington,King,53,033,1991-01-15,57,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-16,48,Good,CO,53-033-0087,9
Washington,King,53,033,1991-01-17,43,Good,CO,53-033-0051,8
Washington,King,53,033,1991-01-18,54,Moderate,CO,53-033-0077,10
Washington,King,53,033,1991-01-19,61,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-20,60,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-21,95,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-01-22,84,Moderate,CO,53-033-0087,6
Washington,King,53,033,1991-01-23,74,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-24,82,Moderate,PM10,53-033-0086,11
Washington,King,53,033,1991-01-25,67,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-26,69,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-27,73,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-01-28,57,Moderate,PM10,53-033-0086,9
Washington,King,53,033,1991-01-29,82,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-01-30,81,Moderate,PM10,53-033-0066,10
Washington,King,53,033,1991-01-31,64,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-01,81,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-02,57,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-03,36,Good,CO,53-033-0087,8
Washington,King,53,033,1991-02-04,40,Good,CO,53-033-0087,9
Washington,King,53,033,1991-02-05,56,Moderate,CO,53-033-0087,10
Washington,King,53,033,1991-02-06,87,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-02-07,81,Moderate,CO,53-033-1003,9
Washington,King,53,033,1991-02-08,80,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-09,56,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-10,55,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-11,59,Moderate,CO,53-033-0087,11
Washington,King,53,033,1991-02-12,55,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-13,63,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-14,72,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-15,64,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-02-16,49,Good,CO,53-033-0087,9
Washington,King,53,033,1991-02-17,42,Good,CO,53-033-0087,11
Washington,King,53,033,1991-02-18,44,Good,CO,53-033-0087,9
Washington,King,53,033,1991-02-19,64,Moderate,SO2,53-033-0057,6
Washington,King,53,033,1991-02-20,75,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-02-21,52,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-02-22,61,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-02-23,51,Moderate,PM10,53-033-2004,11
Washington,King,53,033,1991-02-24,51,Moderate,PM10,53-033-2004,9
Washington,King,53,033,1991-02-25,56,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-02-26,63,Moderate,PM10,53-033-0057,8
Washington,King,53,033,1991-02-27,80,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-02-28,71,Moderate,PM10,53-033-0057,9
Washington,King,53,033,1991-03-01,82,Moderate,CO,53-033-0087,11
Washington,King,53,033,1991-03-02,81,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-03-03,55,Moderate,SO2,53-033-0057,8
Washington,King,53,033,1991-03-04,56,Moderate,CO,53-033-0051,7
Washington,King,53,033,1991-03-05,111,Unhealthy for Sensitive Groups,SO2,53-033-0057,8
Washington,King,53,033,1991-03-06,40,Good,CO,53-033-0051,8
Washington,King,53,033,1991-03-07,52,Moderate,CO,53-033-0087,10
Washington,King,53,033,1991-03-08,53,Moderate,CO,53-033-0087,8
Washington,King,53,033,1991-03-09,56,Moderate,SO2,53-033-0057,8
Washington,King,53,033,1991-03-10,47,Good,CO,53-033-0087,8
Washington,King,53,033,1991-03-11,50,Good,CO,53-033-0087,8
Washington,King,53,033,1991-03-12,54,Moderate,CO,53-033-0087,8
Washington,King,53,033,1991-03-13,58,Moderate,CO,53-033-0087,10
Washington,King,53,033,1991-03-14,55,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-03-15,61,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-03-16,56,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-03-17,34,Good,PM10,53-033-0086,9
Washington,King,53,033,1991-03-18,70,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-03-19,52,Moderate,CO,53-033-0087,11
Washington,King,53,033,1991-03-20,50,Good,PM10,53-033-0057,9
Washington,King,53,033,1991-03-21,100,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-03-22,95,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-03-23,40,Good,CO,53-033-0087,9
Washington,King,53,033,1991-03-24,40,Good,CO,53-033-0087,9
Washington,King,53,033,1991-03-25,39,Good,CO,53-033-0051,11
Washington,King,53,033,1991-03-26,42,Good,CO,53-033-0051,9
Washington,King,53,033,1991-03-27,100,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-03-28,109,Unhealthy for Sensitive Groups,SO2,53-033-0057,9
Washington,King,53,033,1991-03-29,54,Moderate,CO,53-033-0087,9
Washington,King,53,033,1991-03-30,51,Moderate,CO,53-033-0087,8
Washington,King,53,033,1991-03-31,62,Moderate,PM10,53-033-0086,11
Washington,King,53,033,1991-04-01,61,Moderate,CO,53-033-0087,12
Washington,King,53,033,1991-04-02,40,Good,CO,53-033-0087,12
Washington,King,53,033,1991-04-03,43,Good,CO,53-033-0087,12
Washington,King,53,033,1991-04-04,99,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1991-04-05,109,Unhealthy for Sensitive Groups,SO2,53-033-0057,11
Washington,King,53,033,1991-04-06,41,Good,CO,53-033-0087,13
Washington,King,53,033,1991-04-07,62,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1991-04-08,65,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1991-04-09,75,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1991-04-10,41,Good,CO,53-033-0051,12
Washington,King,53,033,1991-04-11,41,Good,PM10,53-033-0083,12
Washington,King,53,033,1991-04-12,56,Moderate,PM10,53-033-0066,14
Washington,King,53,033,1991-04-13,43,Good,PM10,53-033-0088,10
Washington,King,53,033,1991-04-14,44,Good,CO,53-033-0087,11
Washington,King,53,033,1991-04-15,55,Moderate,CO,53-033-0087,11
Washington,King,53,033,1991-04-16,40,Good,CO,53-033-0051,11
Washington,King,53,033,1991-04-17,59,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1991-04-18,49,Good,PM10,53-033-2004,13
Washington,King,53,033,1991-04-19,48,Good,PM10,53-033-0057,11
Washington,King,53,033,1991-04-20,64,Moderate,Ozone,53-033-7001,12
Washington,King,53,033,1991-04-21,89,Moderate,SO2,53-033-0057,12
Washington,King,53,033,1991-04-22,67,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1991-04-23,47,Good,PM10,53-033-0057,11
Washington,King,53,033,1991-04-24,47,Good,SO2,53-033-0057,13
Washington,King,53,033,1991-04-25,56,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1991-04-26,41,Good,Ozone,53-033-7001,11
Washington,King,53,033,1991-04-27,42,Good,Ozone,53-033-7001,11
Washington,King,53,033,1991-04-28,43,Good,Ozone,53-033-7001,11
Washington,King,53,033,1991-04-29,41,Good,Ozone,53-033-7001,10
Washington,King,53,033,1991-04-30,49,Good,Ozone,53-033-7001,12
Washington,King,53,033,1991-05-01,51,Moderate,PM10,53-033-7001,10
Washington,King,53,033,1991-05-02,51,Moderate,Ozone,53-033-7001,10
Washington,King,53,033,1991-05-03,105,Unhealthy for Sensitive Groups,SO2,53-033-0057,11
Washington,King,53,033,1991-05-04,69,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1991-05-05,104,Unhealthy for Sensitive Groups,SO2,53-033-0057,10
Washington,King,53,033,1991-05-06,80,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1991-05-07,49,Good,SO2,53-033-7001,11
Washington,King,53,033,1991-05-08,62,Moderate,SO2,53-033-0057,11
Washington,King,53,033,1991-05-09,41,Good,Ozone,53-033-7001,11
Washington,King,53,033,1991-05-10,39,Good,CO,53-033-0051,11
Washington,King,53,033,1991-05-11,55,Moderate,SO2,53-033-0057,9
Washington,King,53,033,1991-05-12,41,Good,Ozone,53-033-7001,13
Washington,King,53,033,1991-05-13,44,Good,SO2,53-033-0057,11
Washington,King,53,033,1991-05-14,46,Good,SO2,53-033-0057,11
Washington,King,53,033,1991-05-15,92,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1991-05-16,64,Moderate,PM10,53-033-0004,10
Washington,King,53,033,1991-05-17,40,Good,CO,53-033-0083,10
Washington,King,53,033,1991-05-18,47,Good,SO2,53-033-0057,12
Washington,King,53,033,1991-05-19,25,Good,Ozone,53-033-7001,8
Washington,King,53,033,1991-05-20,39,Good,SO2,53-033-0057,10
Washington,King,53,033,1991-05-21,59,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1991-05-22,43,Good,SO2,53-033-0057,10
Washington,King,53,033,1991-05-23,43,Good,Ozone,53-033-7001,10
Washington,King,53,033,1991-05-24,138,Unhealthy for Sensitive Groups,SO2,53-033-0057,12
Washington,King,53,033,1991-05-25,60,Moderate,SO2,53-033-0057,10
Washington,King,53,033,1991-05-26,33,Good,Ozone,53-033-7001,8
Washington,King,53,033,1991-05-27,36,Good,Ozone,53-033-7001,10
Washington,King,53,033,1991-05-28,66,Moderate,SO2,53-033-0057,8
Washington,King,53,033,1991-05-29,102,Unhealthy for Sensitive Groups,SO2,53-033-0057,11
Washington,King,53,033,1991-05-30,74,Moderate,SO2,53-033-0057,13
Washington,King,53,033,1991-05-31,69,Moderate,SO2,53-033-0057,11
