State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
Washington,King,53,033,2001-10-22,38,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2001-10-23,36,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-10-24,47,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-10-25,60,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2001-10-26,61,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2001-10-27,47,Good,PM2.5,53-033-0024,12
Washington,King,53,033,2001-10-28,79,Moderate,PM2.5,53-033-0024,15
Washington,King,53,033,2001-10-29,95,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2001-10-30,71,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2001-10-31,48,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2001-11-01,57,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-02,57,Moderate,PM2.5,53-033-2004,11
Washington,King,53,033,2001-11-03,76,Moderate,PM2.5,53-033-0024,13
Washington,King,53,033,2001-11-04,42,Good,PM2.5,53-033-0021,11
Washington,King,53,033,2001-11-05,47,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-06,77,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2001-11-07,80,Moderate,PM2.5,53-033-0024,10
Washington,King,53,033,2001-11-08,118,Unhealthy for Sensitive Groups,PM2.5,53-033-0057,10
Washington,King,53,033,2001-11-09,118,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,13
Washington,King,53,033,2001-11-10,135,Unhealthy for Sensitive Groups,PM2.5,53-033-0021,11
Washington,King,53,033,2001-11-11,112,Unhealthy for Sensitive Groups,PM2.5,53-033-0021,11
Washington,King,53,033,2001-11-12,82,Moderate,PM2.5,53-033-0057,13
Washington,King,53,033,2001-11-13,44,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-14,44,Good,PM2.5,53-033-0057,10
Washington,King,53,033,2001-11-15,52,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2001-11-16,50,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-17,67,Moderate,PM2.5,53-033-0024,11
Washington,King,53,033,2001-11-18,64,Moderate,PM2.5,53-033-0024,13
Washington,King,53,033,2001-11-19,45,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-20,50,Good,PM2.5,53-033-0057,10
Washington,King,53,033,2001-11-21,50,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-11-22,32,Good,NO2,53-033-0032,12
Washington,King,53,033,2001-11-23,52,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2001-11-24,45,Good,PM2.5,53-033-0017,14
Washington,King,53,033,2001-11-25,50,Good,PM2.5,53-033-0021,12
Washington,King,53,033,2001-11-26,43,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-11-27,56,Moderate,PM2.5,53-033-0021,15
Washington,King,53,033,2001-11-28,31,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-29,43,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-11-30,35,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2001-12-01,38,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-12-02,38,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-12-03,49,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2001-12-04,34,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2001-12-05,33,Good,PM2.5,53-033-0080,11
Washington,King,53,033,2001-12-06,45,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2001-12-07,56,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2001-12-08,43,Good,PM2.5,53-033-2004,11
Washington,King,53,033,2001-12-09,34,Good,PM2.5,53-033-0032,14
Washington,King,53,033,2001-12-10,42,Good,NO2,53-033-0032,11
Washington,King,53,033,2001-12-11,66,Moderate,PM2.5,53-033-0024,11
Washington,King,53,033,2001-12-12,53,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2001-12-13,32,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-12-14,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-12-15,34,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2001-12-16,36,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2001-12-17,38,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2001-12-18,40,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2001-12-19,47,Good,NO2,53-033-0032,12
Washington,King,53,033,2001-12-20,47,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2001-12-21,108,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,13
Washington,King,53,033,2001-12-22,67,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2001-12-23,91,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2001-12-24,114,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,14
Washington,King,53,033,2001-12-25,113,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,11
Washington,King,53,033,2001-12-26,89,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2001-12-27,93,Moderate,PM2.5,53-033-0021,15
Washington,King,53,033,2001-12-28,72,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2001-12-29,93,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2001-12-30,124,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,14
Washington,King,53,033,2001-12-31,82,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-01,59,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-02,53,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-01-03,55,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-04,76,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2002-01-05,56,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-01-06,53,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-07,35,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-08,32,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-01-09,57,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-10,76,Moderate,PM2.5,53-033-0024,11
Washington,King,53,033,2002-01-11,72,Moderate,PM2.5,53-033-0024,13
Washington,King,53,033,2002-01-12,36,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-13,61,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-14,103,Unhealthy for Sensitive Groups,PM2.5,53-033-0024,15
Washington,King,53,033,2002-01-15,85,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-16,63,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-17,65,Moderate,PM2.5,53-033-2004,14
Washington,King,53,033,2002-01-18,64,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2002-01-19,29,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-01-20,20,Good,PM2.5,53-033-2004,15
Washington,King,53,033,2002-01-21,32,Good,PM2.5,53-033-0017,12
Washington,King,53,033,2002-01-22,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-23,36,Good,PM2.5,53-033-0017,13
Washington,King,53,033,2002-01-24,40,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-01-25,37,Good,NO2,53-033-0080,12
Washington,King,53,033,2002-01-26,29,Good,NO2,53-033-0080,15
Washington,King,53,033,2002-01-27,56,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2002-01-28,60,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-01-29,98,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-01-30,33,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-01-31,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-02-01,58,Moderate,PM2.5,53-033-0032,15
Washington,King,53,033,2002-02-02,52,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-02-03,55,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-02-04,86,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-02-05,60,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-02-06,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-02-07,38,Good,NO2,53-033-0080,15
Washington,King,53,033,2002-02-08,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-02-09,67,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-02-10,61,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-02-11,54,Moderate,NO2,53-033-0032,12
Washington,King,53,033,2002-02-12,54,Moderate,PM2.5,53-033-2004,11
Washington,King,53,033,2002-02-13,88,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-02-14,79,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2002-02-15,69,Moderate,PM2.5,53-033-2004,12
Washington,King,53,033,2002-02-16,73,Moderate,PM2.5,53-033-0024,13
Washington,King,53,033,2002-02-17,61,Moderate,PM2.5,53-033-0024,10
Washington,King,53,033,2002-02-18,31,Good,NO2,53-033-0032,10
Washington,King,53,033,2002-02-19,46,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2002-02-20,61,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2002-02-21,48,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-02-22,37,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-02-23,33,Good,PM2.5,53-033-2004,11
Washington,King,53,033,2002-02-24,51,Moderate,PM2.5,53-033-0024,11
Washington,King,53,033,2002-02-25,66,Moderate,PM2.5,53-033-0024,15
Washington,King,53,033,2002-02-26,55,Moderate,PM2.5,53-033-0024,11
Washington,King,53,033,2002-02-27,68,Moderate,PM2.5,53-033-0021,11
Washington,King,53,033,2002-02-28,49,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-03-01,65,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2002-03-02,67,Moderate,PM2.5,53-033-0021,10
Washington,King,53,033,2002-03-03,87,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-03-04,68,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-03-05,35,Good,NO2,53-033-0032,11
Washington,King,53,033,2002-03-06,32,Good,PM2.5,53-033-0017,13
Washington,King,53,033,2002-03-07,46,Good,PM2.5,53-033-0057,10
Washington,King,53,033,2002-03-08,40,Good,PM2.5,53-033-2004,11
Washington,King,53,033,2002-03-09,40,Good,NO2,53-033-0032,15
Washington,King,53,033,2002-03-10,26,Good,PM2.5,53-033-0017,12
Washington,King,53,033,2002-03-11,38,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-03-12,39,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-03-13,32,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-03-14,34,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-03-15,30,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2002-03-16,37,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2002-03-17,54,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-03-18,47,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-03-19,35,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-03-20,40,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-03-21,51,Moderate,PM2.5,53-033-0021,15
Washington,King,53,033,2002-03-22,63,Moderate,PM2.5,53-033-2004,12
Washington,King,53,033,2002-03-23,72,Moderate,PM2.5,53-033-0024,12
Washington,King,53,033,2002-03-24,62,Moderate,PM2.5,53-033-0024,14
Washington,King,53,033,2002-03-25,41,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-03-26,50,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-03-27,53,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-03-28,40,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-03-29,42,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-03-30,38,Good,NO2,53-033-0080,14
Washington,King,53,033,2002-03-31,30,Good,PM2.5,53-033-0017,12
Washington,King,53,033,2002-04-01,45,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-04-02,50,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2002-04-03,56,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-04,58,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-05,58,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2002-04-06,25,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-07,45,Good,NO2,53-033-0080,12
Washington,King,53,033,2002-04-08,58,Moderate,PM2.5,53-033-0032,14
Washington,King,53,033,2002-04-09,47,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-10,31,Good,NO2,53-033-0032,12
Washington,King,53,033,2002-04-11,35,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-04-12,28,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-13,27,Good,CO,53-033-0087,12
Washington,King,53,033,2002-04-14,30,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-04-15,42,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-16,44,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-17,40,Good,NO2,53-033-0080,14
Washington,King,53,033,2002-04-18,52,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-19,52,Moderate,PM2.5,53-033-2004,12
Washington,King,53,033,2002-04-20,63,Moderate,PM2.5,53-033-0024,15
Washington,King,53,033,2002-04-21,52,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-22,43,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-23,41,Good,NO2,53-033-0032,14
Washington,King,53,033,2002-04-24,50,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2002-04-25,51,Moderate,PM2.5,53-033-0017,12
Washington,King,53,033,2002-04-26,40,Good,PM2.5,53-033-0038,15
Washington,King,53,033,2002-04-27,41,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-04-28,48,Good,PM2.5,53-033-0024,12
Washington,King,53,033,2002-04-29,57,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2002-04-30,64,Moderate,PM2.5,53-033-0017,12
Washington,King,53,033,2002-05-01,56,Moderate,PM2.5,53-033-0017,13
Washington,King,53,033,2002-05-02,39,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-05-03,48,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-05-04,40,Good,Ozone,53-033-0017,12
Washington,King,53,033,2002-05-05,39,Good,Ozone,53-033-0017,13
Washington,King,53,033,2002-05-06,38,Good,Ozone,53-033-0017,12
Washington,King,53,033,2002-05-07,36,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-05-08,38,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-05-09,45,Good,PM2.5,53-033-2004,13
Washington,King,53,033,2002-05-10,43,Good,PM2.5,53-033-0080,13
Washington,King,53,033,2002-05-11,43,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-05-12,62,Moderate,NO2,53-033-0032,13
Washington,King,53,033,2002-05-13,38,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-05-14,37,Good,Ozone,53-033-0017,15
Washington,King,53,033,2002-05-15,42,Good,Ozone,53-033-0017,13
Washington,King,53,033,2002-05-16,43,Good,Ozone,53-033-0080,13
Washington,King,53,033,2002-05-17,44,Good,Ozone,53-033-0017,15
Washington,King,53,033,2002-05-18,45,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-05-19,46,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-05-20,39,Good,Ozone,53-033-0080,15
Washington,King,53,033,2002-05-21,38,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-05-22,32,Good,Ozone,53-033-0080,12
Washington,King,53,033,2002-05-23,41,Good,NO2,53-033-0080,14
Washington,King,53,033,2002-05-24,51,Moderate,NO2,53-033-0032,13
Washington,King,53,033,2002-05-25,55,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2002-05-26,48,Good,PM2.5,53-033-0024,17
Washington,King,53,033,2002-05-27,45,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-05-28,31,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-05-29,28,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-05-30,46,Good,PM2.5,53-033-0017,14
Washington,King,53,033,2002-05-31,45,Good,PM2.5,53-033-0017,14
Washington,King,53,033,2002-06-01,47,Good,Ozone,53-033-0017,17
Washington,King,53,033,2002-06-02,40,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-03,42,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-04,32,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-06-05,37,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-06,31,Good,Ozone,53-033-0080,15
Washington,King,53,033,2002-06-07,34,Good,NO2,53-033-0080,17
Washington,King,53,033,2002-06-08,33,Good,PM2.5,53-033-2004,15
Washington,King,53,033,2002-06-09,44,Good,Ozone,53-033-0017,15
Washington,King,53,033,2002-06-10,48,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-06-11,52,Moderate,PM2.5,53-033-2004,14
Washington,King,53,033,2002-06-12,67,Moderate,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-13,69,Moderate,NO2,53-033-0080,17
Washington,King,53,033,2002-06-14,39,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-15,42,Good,Ozone,53-033-0080,14
Washington,King,53,033,2002-06-16,37,Good,NO2,53-033-0080,16
Washington,King,53,033,2002-06-17,33,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-18,27,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-19,31,Good,Ozone,53-033-0032,17
Washington,King,53,033,2002-06-20,45,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-06-21,84,Moderate,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-22,47,Good,Ozone,53-033-0017,16
Washington,King,53,033,2002-06-23,28,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-24,42,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-25,93,Moderate,Ozone,53-033-0017,17
Washington,King,53,033,2002-06-26,115,Unhealthy for Sensitive Groups,Ozone,53-033-0017,14
Washington,King,53,033,2002-06-27,27,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-28,42,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-06-29,28,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-06-30,28,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-07-01,36,Good,Ozone,53-033-0017,16
Washington,King,53,033,2002-07-02,36,Good,Ozone,53-033-0017,13
Washington,King,53,033,2002-07-03,31,Good,Ozone,53-033-0023,13
Washington,King,53,033,2002-07-04,78,Moderate,PM2.5,53-033-2004,16
Washington,King,53,033,2002-07-05,131,Unhealthy for Sensitive Groups,PM2.5,53-033-2004,14
Washington,King,53,033,2002-07-06,51,Moderate,NO2,53-033-0080,13
Washington,King,53,033,2002-07-07,61,Moderate,PM2.5,53-033-0032,17
Washington,King,53,033,2002-07-08,34,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-07-09,43,Good,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-10,122,Unhealthy for Sensitive Groups,Ozone,53-033-0017,14
Washington,King,53,033,2002-07-11,67,Moderate,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-12,74,Moderate,Ozone,53-033-0023,13
Washington,King,53,033,2002-07-13,77,Moderate,Ozone,53-033-0023,17
Washington,King,53,033,2002-07-14,40,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-07-15,39,Good,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-16,47,Good,Ozone,53-033-0023,16
Washington,King,53,033,2002-07-17,49,Good,SO2,53-033-0080,14
Washington,King,53,033,2002-07-18,35,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-07-19,29,Good,Ozone,53-033-0023,17
Washington,King,53,033,2002-07-20,42,Good,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-21,84,Moderate,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-22,143,Unhealthy for Sensitive Groups,Ozone,53-033-0023,16
Washington,King,53,033,2002-07-23,136,Unhealthy for Sensitive Groups,Ozone,53-033-0023,14
Washington,King,53,033,2002-07-24,90,Moderate,Ozone,53-033-0017,13
Washington,King,53,033,2002-07-25,46,Good,PM2.5,53-033-0017,15
Washington,King,53,033,2002-07-26,35,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-07-27,42,Good,PM2.5,53-033-2004,14
Washington,King,53,033,2002-07-28,30,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-07-29,34,Good,NO2,53-033-0080,14
Washington,King,53,033,2002-07-30,31,Good,Ozone,53-033-0023,12
Washington,King,53,033,2002-07-31,38,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-08-01,48,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-08-02,38,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-08-03,32,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-08-04,31,Good,Ozone,53-033-0023,14
Washington,King,53,033,2002-08-05,31,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-08-06,39,Good,PM2.5,53-033-0057,16
Washington,King,53,033,2002-08-07,41,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-08-08,43,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-08-09,47,Good,PM2.5,53-033-0057,15
Washington,King,53,033,2002-08-10,39,Good,NO2,53-033-0080,14
Washington,King,53,033,2002-08-11,42,Good,Ozone,53-033-0017,14
Washington,King,53,033,2002-08-12,71,Moderate,Ozone,53-033-0023,17
Washington,King,53,033,2002-08-13,93,Moderate,Ozone,53-033-0023,14
Washington,King,53,033,2002-08-14,64,Moderate,Ozone,53-033-0023,14
Washington,King,53,033,2002-08-15,71,Moderate,Ozone,53-033-0023,15
Washington,King,53,033,2002-08-16,58,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-08-17,52,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-08-18,47,Good,NO2,53-033-0080,15
Washington,King,53,033,2002-08-19,48,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-08-20,36,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-08-21,35,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-08-22,55,Moderate,PM2.5,53-033-0021,12
Washington,King,53,033,2002-08-23,63,Moderate,PM2.5,53-033-0021,11
Washington,King,53,033,2002-08-24,54,Moderate,Ozone,53-033-0023,15
Washington,King,53,033,2002-08-25,32,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-08-26,41,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-08-27,53,Moderate,NO2,53-033-0080,14
Washington,King,53,033,2002-08-28,60,Moderate,PM2.5,53-033-0021,11
Washington,King,53,033,2002-08-29,48,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2002-08-30,54,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-08-31,57,Moderate,PM2.5,53-033-0057,11
Washington,King,53,033,2002-09-01,36,Good,NO2,53-033-0080,11
Washington,King,53,033,2002-09-02,30,Good,Ozone,53-033-0080,13
Washington,King,53,033,2002-09-03,38,Good,NO2,53-033-0080,11
Washington,King,53,033,2002-09-04,45,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-09-05,54,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-09-06,47,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-09-07,31,Good,Ozone,53-033-0023,11
Washington,King,53,033,2002-09-08,29,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-09-09,45,Good,NO2,53-033-0080,10
Washington,King,53,033,2002-09-10,41,Good,PM2.5,53-033-0057,11
Washington,King,53,033,2002-09-11,52,Moderate,PM2.5,53-033-2004,16
Washington,King,53,033,2002-09-12,102,Unhealthy for Sensitive Groups,SO2,53-033-0080,12
Washington,King,53,033,2002-09-13,53,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-09-14,54,Moderate,Ozone,53-033-0017,14
Washington,King,53,033,2002-09-15,22,Good,Ozone,53-033-0080,12
Washington,King,53,033,2002-09-16,37,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-09-17,36,Good,NO2,53-033-0080,16
Washington,King,53,033,2002-09-18,47,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-09-19,37,Good,PM2.5,53-033-0057,12
Washington,King,53,033,2002-09-20,48,Good,PM2.5,53-033-0057,14
Washington,King,53,033,2002-09-21,40,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2002-09-22,40,Good,PM2.5,53-033-0023,12
Washington,King,53,033,2002-09-23,55,Moderate,PM2.5,53-033-0057,16
Washington,King,53,033,2002-09-24,49,Good,PM2.5,53-033-2004,12
Washington,King,53,033,2002-09-25,52,Moderate,PM2.5,53-033-2004,12
Washington,King,53,033,2002-09-26,65,Moderate,PM2.5,53-033-0057,14
Washington,King,53,033,2002-09-27,56,Moderate,PM2.5,53-033-0057,12
Washington,King,53,033,2002-09-28,52,Moderate,PM2.5,53-033-0057,13
Washington,King,53,033,2002-09-29,36,Good,Ozone,53-033-0023,17
Washington,King,53,033,2002-09-30,38,Good,PM2.5,53-033-0057,13
Washington,King,53,033,2002-10-01,54,Moderate,PM2.5,53-033-0021,10
Washington,King,53,033,2002-10-02,62,Moderate,PM2.5,53-033-0057,13
Washington,King,53,033,2002-10-03,38,Good,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-04,51,Moderate,PM2.5,53-033-0080,10
Washington,King,53,033,2002-10-05,40,Good,PM2.5,53-033-0024,15
Washington,King,53,033,2002-10-06,60,Moderate,PM2.5,53-033-0080,10
Washington,King,53,033,2002-10-07,60,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-08,63,Moderate,PM2.5,53-033-0057,13
Washington,King,53,033,2002-10-09,49,Good,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-10,42,Good,PM2.5,53-033-0024,10
Washington,King,53,033,2002-10-11,69,Moderate,PM2.5,53-033-0024,15
Washington,King,53,033,2002-10-12,70,Moderate,PM2.5,53-033-0024,10
Washington,King,53,033,2002-10-13,67,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-14,63,Moderate,PM2.5,53-033-2004,13
Washington,King,53,033,2002-10-15,59,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-16,64,Moderate,PM2.5,53-033-0021,10
Washington,King,53,033,2002-10-17,91,Moderate,PM2.5,53-033-0057,15
Washington,King,53,033,2002-10-18,66,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-19,67,Moderate,PM2.5,53-033-0057,10
Washington,King,53,033,2002-10-20,90,Moderate,PM2.5,53-033-0057,13
Washington,King,53,033,2002-10-21,66,Moderate,PM2.5,53-033-0021,10
Washington,King,53,033,2002-10-22,56,Moderate,PM2.5,53-033-0021,10
Washington,King,53,033,2002-10-23,78,Moderate,PM2.5,53-033-2004,15
